"","breed","outcome_subtype","outcome_type","sex","Spay.Neuter","age.at.outcome","age_group","dob_year","dob_month","dob_monthyear","outcome_month","outcome_year","outcome_weekday","outcome_hour","cfa_breed","domestic_breed","coat_pattern","color1","color2","coat","is.kitten","adopted"
"19155","domestic mediumhair","SCRP","Transfer","Female",TRUE,2,"(-0.022, 2.2]",2014,1,"2016-01","1",2016,"Monday",19,FALSE,TRUE,"calico","other","white","calico",FALSE,FALSE
"19156","domestic shorthair","Suffering","Euthanasia","Female",TRUE,2,"(-0.022, 2.2]",2014,11,"2016-11","11",2016,"Saturday",14,FALSE,TRUE,"tabby","orange","","orange",FALSE,FALSE
"19157","domestic shorthair","Partner","Transfer","Male",TRUE,2,"(-0.022, 2.2]",2014,3,"2016-03","3",2016,"Monday",14,FALSE,TRUE,"tabby","orange","","orange",FALSE,FALSE
"19158","domestic shorthair","Suffering","Euthanasia","Male",FALSE,2,"(-0.022, 2.2]",2015,2,"2017-02","2",2017,"Tuesday",15,FALSE,TRUE,"tabby","brown","","brown",FALSE,FALSE
"19159","domestic shorthair","Partner","Transfer","Male",TRUE,1,"(-0.022, 2.2]",2014,8,"2015-09","9",2015,"Friday",14,FALSE,TRUE,"tabby","orange","","orange",FALSE,FALSE
"19160","domestic shorthair","","Euthanasia","Male",TRUE,8,"(6.6, 8.8]",2007,10,"2015-10","10",2015,"Tuesday",17,FALSE,TRUE,"tabby","brown","","brown",FALSE,FALSE
"19161","domestic shorthair","SCRP","Transfer","Female",TRUE,0.575342466,"(-0.022, 2.2]",2016,7,"2017-02","2",2017,"Monday",9,FALSE,TRUE,"calico","other","","calico",FALSE,FALSE
"19162","domestic shorthair","Partner","Transfer","Male",TRUE,8,"(6.6, 8.8]",2007,6,"2015-06","6",2015,"Tuesday",12,FALSE,TRUE,"solid","blue","white","blue",FALSE,FALSE
"19163","domestic shorthair","Snr","Transfer","Female",FALSE,1,"(-0.022, 2.2]",2016,8,"2017-08","8",2017,"Friday",15,FALSE,TRUE,"solid","blue","white","blue",FALSE,FALSE
"19164","domestic shorthair","SCRP","Transfer","Male",TRUE,3,"(2.2, 4.4]",2012,6,"2015-06","6",2015,"Wednesday",9,FALSE,TRUE,"solid","black","","black",FALSE,FALSE
"19165","domestic shorthair","Snr","Transfer","Male",TRUE,2,"(-0.022, 2.2]",2015,6,"2017-06","6",2017,"Friday",19,FALSE,TRUE,"solid","black","","black",FALSE,FALSE
"19166","domestic shorthair","Suffering","Euthanasia","Female",TRUE,2,"(-0.022, 2.2]",2015,9,"2017-09","9",2017,"Friday",13,FALSE,TRUE,"tortie","other","","tortie",FALSE,FALSE
"19167","domestic shorthair","Partner","Transfer","Male",FALSE,8,"(6.6, 8.8]",2008,4,"2016-04","4",2016,"Friday",14,FALSE,TRUE,"tabby","orange","","orange",FALSE,FALSE
"19168","domestic shorthair","Snr","Transfer","Male",TRUE,2,"(-0.022, 2.2]",2014,11,"2016-11","11",2016,"Friday",16,FALSE,TRUE,"tabby","brown","","brown",FALSE,FALSE
"19169","domestic shorthair","Partner","Transfer","Female",TRUE,1,"(-0.022, 2.2]",2015,5,"2016-06","6",2016,"Tuesday",13,FALSE,TRUE,"torbie","other","","torbie",FALSE,FALSE
"19170","domestic shorthair","SCRP","Transfer","Male",FALSE,1,"(-0.022, 2.2]",2015,9,"2016-09","9",2016,"Monday",9,FALSE,TRUE,"solid","blue","","blue",FALSE,FALSE
"19171","domestic shorthair","Suffering","Euthanasia","Male",TRUE,2,"(-0.022, 2.2]",2014,11,"2017-10","10",2017,"Thursday",14,FALSE,TRUE,"solid","blue","white","blue",FALSE,FALSE
"19172","domestic shorthair","SCRP","Transfer","Male",TRUE,2,"(-0.022, 2.2]",2015,3,"2017-03","3",2017,"Friday",9,FALSE,TRUE,"tabby","blue","","blue",FALSE,FALSE
"19173","domestic shorthair","Partner","Transfer","Male",TRUE,1,"(-0.022, 2.2]",2015,9,"2016-10","10",2016,"Wednesday",14,FALSE,TRUE,"solid","black","","black",FALSE,FALSE
"19174","domestic mediumhair","Partner","Transfer","Male",TRUE,1,"(-0.022, 2.2]",2014,12,"2015-12","12",2015,"Wednesday",13,FALSE,TRUE,"solid","white","black","white",FALSE,FALSE
"19175","domestic shorthair","Snr","Transfer","Male",FALSE,1,"(-0.022, 2.2]",2016,12,"2017-12","12",2017,"Tuesday",18,FALSE,TRUE,"tabby","white","orange","white",FALSE,FALSE
"19176","domestic shorthair","Partner","Transfer","Female",TRUE,1,"(-0.022, 2.2]",2014,6,"2015-06","6",2015,"Wednesday",14,FALSE,TRUE,"tabby","brown","white","brown ",FALSE,FALSE
"19177","domestic shorthair","Partner","Transfer","Female",TRUE,1,"(-0.022, 2.2]",2016,6,"2017-08","8",2017,"Tuesday",12,FALSE,TRUE,"calico","other","","calico",FALSE,FALSE
"19178","domestic shorthair","Partner","Transfer","Male",TRUE,7,"(6.6, 8.8]",2010,2,"2017-02","2",2017,"Saturday",9,FALSE,TRUE,"tabby","white","orange","white",FALSE,FALSE
"19179","domestic shorthair","Rabies Risk","Euthanasia","Male",TRUE,5,"(4.4, 6.6]",2011,4,"2016-05","5",2016,"Monday",12,FALSE,TRUE,"tabby","other","white","gray ",FALSE,FALSE
"19180","domestic shorthair","SCRP","Transfer","Female",FALSE,0.410958904,"(-0.022, 2.2]",2015,5,"2015-10","10",2015,"Friday",9,FALSE,TRUE,"tortie","other","","tortie",TRUE,FALSE
"19181","domestic mediumhair","Partner","Transfer","Male",FALSE,3,"(2.2, 4.4]",2013,8,"2016-08","8",2016,"Sunday",14,FALSE,TRUE,"tabby","blue","","blue",FALSE,FALSE
"19182","domestic shorthair","SCRP","Transfer","Female",TRUE,1,"(-0.022, 2.2]",2014,5,"2015-05","5",2015,"Wednesday",9,FALSE,TRUE,"solid","black","","black",FALSE,FALSE
"19183","domestic shorthair","SCRP","Transfer","Female",TRUE,2,"(-0.022, 2.2]",2015,3,"2017-03","3",2017,"Friday",9,FALSE,TRUE,"calico","other","","calico",FALSE,FALSE
"19184","domestic shorthair","Partner","Transfer","Male",FALSE,2,"(-0.022, 2.2]",2015,3,"2017-03","3",2017,"Thursday",16,FALSE,TRUE,"solid","blue","white","blue",FALSE,FALSE
"19185","domestic mediumhair","SCRP","Transfer","Male",TRUE,2,"(-0.022, 2.2]",2013,3,"2015-07","7",2015,"Wednesday",9,FALSE,TRUE,"tabby","blue","white","blue ",FALSE,FALSE
"19186","domestic shorthair","In Kennel","Died","Female",TRUE,7,"(6.6, 8.8]",2008,10,"2015-10","10",2015,"Sunday",17,FALSE,TRUE,"solid","black","white","black",FALSE,FALSE
"19187","domestic shorthair","Partner","Transfer","Female",TRUE,3,"(2.2, 4.4]",2012,9,"2015-09","9",2015,"Tuesday",12,FALSE,TRUE,"torbie","other","","torbie",FALSE,FALSE
"19188","domestic shorthair","Partner","Transfer","Male",FALSE,1,"(-0.022, 2.2]",2015,5,"2016-05","5",2016,"Saturday",13,FALSE,TRUE,"solid","white","black","white",FALSE,FALSE
"19189","domestic mediumhair","Snr","Transfer","Male",TRUE,0.739726027,"(-0.022, 2.2]",2016,10,"2017-07","7",2017,"Sunday",14,FALSE,TRUE,"solid","black","white","black",FALSE,FALSE
"19190","domestic shorthair","Partner","Transfer","Female",TRUE,2,"(-0.022, 2.2]",2014,9,"2016-10","10",2016,"Thursday",15,FALSE,TRUE,"solid","blue","white","blue",FALSE,FALSE
"19191","domestic shorthair","Partner","Transfer","Female",TRUE,7,"(6.6, 8.8]",2010,6,"2017-06","6",2017,"Tuesday",16,FALSE,TRUE,"solid","blue","","blue",FALSE,FALSE
"19192","domestic longhair","SCRP","Transfer","Female",TRUE,1,"(-0.022, 2.2]",2015,12,"2016-12","12",2016,"Friday",9,FALSE,TRUE,"tabby","brown","white","brown ",FALSE,FALSE
"19193","domestic shorthair","Partner","Transfer","Female",TRUE,1,"(-0.022, 2.2]",2015,2,"2016-10","10",2016,"Friday",15,FALSE,TRUE,"tortie","other","white","tortie",FALSE,FALSE
"19194","domestic shorthair","SCRP","Transfer","Female",TRUE,1,"(-0.022, 2.2]",2015,2,"2016-02","2",2016,"Monday",15,FALSE,TRUE,"tabby","brown","","brown",FALSE,FALSE
"19195","domestic shorthair","SCRP","Transfer","Female",TRUE,1,"(-0.022, 2.2]",2015,6,"2016-06","6",2016,"Monday",19,FALSE,TRUE,"calico","other","","calico",FALSE,FALSE
"19196","domestic shorthair","Partner","Transfer","Male",FALSE,3,"(2.2, 4.4]",2013,5,"2016-05","5",2016,"Saturday",13,FALSE,TRUE,"tabby","other","","cream",FALSE,FALSE
"19197","domestic shorthair","Partner","Transfer","Female",TRUE,0.657534247,"(-0.022, 2.2]",2015,2,"2015-10","10",2015,"Wednesday",12,FALSE,TRUE,"solid","black","","black",FALSE,FALSE
"19198","domestic shorthair","Suffering","Euthanasia","Male",TRUE,2,"(-0.022, 2.2]",2013,4,"2015-04","4",2015,"Saturday",12,FALSE,TRUE,"tabby","brown","","brown",FALSE,FALSE
"19199","domestic shorthair","Snr","Transfer","Male",FALSE,0.328767123,"(-0.022, 2.2]",2017,8,"2017-12","12",2017,"Friday",13,FALSE,TRUE,"solid","black","","black",TRUE,FALSE
"19200","domestic shorthair","Partner","Transfer","Male",FALSE,2,"(-0.022, 2.2]",2014,2,"2016-02","2",2016,"Wednesday",13,FALSE,TRUE,"solid","black","","black",FALSE,FALSE
"19201","domestic shorthair","Partner","Transfer","Male",FALSE,1,"(-0.022, 2.2]",2016,1,"2017-01","1",2017,"Wednesday",16,FALSE,TRUE,"solid","black","white","black",FALSE,FALSE
"19202","domestic shorthair","Partner","Transfer","Male",TRUE,2,"(-0.022, 2.2]",2013,12,"2015-12","12",2015,"Wednesday",13,FALSE,TRUE,"tabby","blue","white","blue ",FALSE,FALSE
"19203","domestic shorthair","Partner","Transfer","Male",TRUE,2,"(-0.022, 2.2]",2013,8,"2015-09","9",2015,"Wednesday",11,FALSE,TRUE,"tabby","brown","","brown",FALSE,FALSE
"19204","american shorthair","Suffering","Euthanasia","Male",TRUE,10,"(8.8, 11.0]",2006,10,"2017-10","10",2017,"Tuesday",12,TRUE,FALSE,"tabby","white","brown","white",FALSE,FALSE
"19205","domestic shorthair","Partner","Transfer","Female",TRUE,1,"(-0.022, 2.2]",2015,8,"2016-08","8",2016,"Wednesday",18,FALSE,TRUE,"tabby","brown","","brown",FALSE,FALSE
"19206","domestic mediumhair","SCRP","Transfer","Male",FALSE,2,"(-0.022, 2.2]",2013,10,"2015-10","10",2015,"Tuesday",9,FALSE,TRUE,"solid","white","","white",FALSE,FALSE
"19207","domestic shorthair","SCRP","Transfer","Female",TRUE,2,"(-0.022, 2.2]",2013,8,"2015-08","8",2015,"Saturday",9,FALSE,TRUE,"solid","black","","black",FALSE,FALSE
"19208","domestic shorthair","SCRP","Transfer","Female",TRUE,1,"(-0.022, 2.2]",2015,1,"2016-01","1",2016,"Friday",18,FALSE,TRUE,"calico","other","","calico",FALSE,FALSE
"19209","domestic mediumhair","SCRP","Transfer","Male",FALSE,2,"(-0.022, 2.2]",2014,2,"2016-02","2",2016,"Saturday",19,FALSE,TRUE,"tabby","orange","","orange",FALSE,FALSE
"19210","domestic longhair","SCRP","Transfer","Female",TRUE,1,"(-0.022, 2.2]",2015,8,"2016-08","8",2016,"Monday",9,FALSE,TRUE,"tabby","brown","","brown",FALSE,FALSE
"19211","domestic shorthair","Partner","Transfer","Female",FALSE,1,"(-0.022, 2.2]",2014,4,"2015-04","4",2015,"Tuesday",13,FALSE,TRUE,"solid","black","white","black",FALSE,FALSE
"19212","domestic shorthair","At Vet","Died","Female",TRUE,2,"(-0.022, 2.2]",2015,2,"2017-02","2",2017,"Sunday",15,FALSE,TRUE,"solid","black","","black",FALSE,FALSE
"19213","domestic mediumhair","Snr","Transfer","Female",TRUE,8,"(6.6, 8.8]",2009,6,"2017-07","7",2017,"Sunday",17,FALSE,TRUE,"tabby","brown","","brown",FALSE,FALSE
"19214","domestic shorthair","Partner","Transfer","Male",FALSE,5,"(4.4, 6.6]",2012,3,"2017-05","5",2017,"Thursday",0,FALSE,TRUE,"solid","black","white","black",FALSE,FALSE
"19215","domestic shorthair","Partner","Transfer","Male",TRUE,1,"(-0.022, 2.2]",2014,11,"2015-12","12",2015,"Thursday",15,FALSE,TRUE,"tabby","orange","","orange",FALSE,FALSE
"19216","domestic shorthair","Snr","Transfer","Male",FALSE,0.410958904,"(-0.022, 2.2]",2017,3,"2017-09","9",2017,"Friday",0,FALSE,TRUE,"solid","white","gray","white",TRUE,FALSE
"19217","domestic shorthair","Snr","Transfer","Female",FALSE,0.739726027,"(-0.022, 2.2]",2016,12,"2017-10","10",2017,"Thursday",17,FALSE,TRUE,"torbie","other","","torbie",FALSE,FALSE
"19218","domestic shorthair","SCRP","Transfer","Male",FALSE,3,"(2.2, 4.4]",2014,3,"2017-03","3",2017,"Sunday",9,FALSE,TRUE,"solid","other","","tan",FALSE,FALSE
"19219","domestic shorthair","SCRP","Transfer","Female",FALSE,1,"(-0.022, 2.2]",2015,11,"2016-11","11",2016,"Sunday",9,FALSE,TRUE,"tabby","other","","gray",FALSE,FALSE
"19220","domestic shorthair","Suffering","Euthanasia","Male",TRUE,9,"(8.8, 11.0]",2006,3,"2015-10","10",2015,"Thursday",12,FALSE,TRUE,"other","black","","black",FALSE,FALSE
"19221","domestic shorthair","Partner","Transfer","Female",TRUE,1,"(-0.022, 2.2]",2015,8,"2016-09","9",2016,"Tuesday",14,FALSE,TRUE,"solid","black","white","black",FALSE,FALSE
"19222","domestic shorthair","Partner","Transfer","Male",TRUE,10,"(8.8, 11.0]",2006,4,"2016-05","5",2016,"Sunday",14,FALSE,TRUE,"tabby","orange","","orange",FALSE,FALSE
"19223","siamese","Partner","Transfer","Female",TRUE,5,"(4.4, 6.6]",2012,5,"2017-05","5",2017,"Friday",9,TRUE,FALSE,"point","other","","lynx",FALSE,FALSE
"19224","domestic shorthair","SCRP","Transfer","Female",TRUE,0.575342466,"(-0.022, 2.2]",2015,6,"2016-01","1",2016,"Friday",18,FALSE,TRUE,"tortie","other","","tortie",FALSE,FALSE
"19225","siamese","SCRP","Transfer","Female",TRUE,1,"(-0.022, 2.2]",2015,10,"2016-11","11",2016,"Friday",16,TRUE,FALSE,"point","other","","lynx",FALSE,FALSE
"19226","domestic shorthair","Partner","Transfer","Female",TRUE,7,"(6.6, 8.8]",2010,4,"2017-06","6",2017,"Friday",12,FALSE,TRUE,"tabby","brown","","brown",FALSE,FALSE
"19227","domestic shorthair","Suffering","Euthanasia","Male",TRUE,10,"(8.8, 11.0]",2007,5,"2017-05","5",2017,"Monday",11,FALSE,TRUE,"solid","black","white","black",FALSE,FALSE
"19228","domestic shorthair","Partner","Transfer","Male",FALSE,0.328767123,"(-0.022, 2.2]",2016,4,"2016-08","8",2016,"Saturday",16,FALSE,TRUE,"solid","black","","black",TRUE,FALSE
"19229","domestic shorthair","SCRP","Transfer","Female",TRUE,2,"(-0.022, 2.2]",2014,1,"2016-01","1",2016,"Monday",17,FALSE,TRUE,"solid","black","","black",FALSE,FALSE
"19230","domestic mediumhair","Partner","Transfer","Female",FALSE,10,"(8.8, 11.0]",2007,7,"2017-08","8",2017,"Tuesday",11,FALSE,TRUE,"tabby","blue","","blue",FALSE,FALSE
"19231","domestic shorthair","SCRP","Transfer","Male",FALSE,0.328767123,"(-0.022, 2.2]",2015,4,"2015-08","8",2015,"Friday",9,FALSE,TRUE,"solid","orange","white","orange",TRUE,FALSE
"19232","domestic longhair","SCRP","Transfer","Female",TRUE,1,"(-0.022, 2.2]",2015,9,"2017-03","3",2017,"Thursday",9,FALSE,TRUE,"solid","blue","","blue",FALSE,FALSE
"19233","domestic shorthair","Snr","Transfer","Male",FALSE,1,"(-0.022, 2.2]",2016,9,"2017-10","10",2017,"Monday",12,FALSE,TRUE,"solid","white","","white",FALSE,FALSE
"19234","domestic shorthair","Snr","Transfer","Male",TRUE,3,"(2.2, 4.4]",2014,5,"2017-05","5",2017,"Friday",18,FALSE,TRUE,"tabby","brown","","brown",FALSE,FALSE
"19235","domestic shorthair","SCRP","Transfer","Male",FALSE,1,"(-0.022, 2.2]",2015,9,"2016-09","9",2016,"Sunday",9,FALSE,TRUE,"solid","black","white","black",FALSE,FALSE
"19236","domestic shorthair","Snr","Transfer","Female",TRUE,0.493150685,"(-0.022, 2.2]",2016,12,"2017-06","6",2017,"Tuesday",0,FALSE,TRUE,"solid","black","","black",FALSE,FALSE
"19237","domestic shorthair","Partner","Transfer","Female",FALSE,1,"(-0.022, 2.2]",2014,5,"2015-06","6",2015,"Sunday",12,FALSE,TRUE,"tabby","other","","cream",FALSE,FALSE
"19238","domestic shorthair","Partner","Transfer","Male",TRUE,1,"(-0.022, 2.2]",2015,2,"2016-02","2",2016,"Tuesday",16,FALSE,TRUE,"solid","black","","black",FALSE,FALSE
"19239","domestic shorthair","SCRP","Transfer","Female",FALSE,1,"(-0.022, 2.2]",2014,4,"2015-05","5",2015,"Friday",9,FALSE,TRUE,"solid","blue","white","blue",FALSE,FALSE
"19240","domestic longhair","SCRP","Transfer","Male",TRUE,5,"(4.4, 6.6]",2011,5,"2016-05","5",2016,"Sunday",18,FALSE,TRUE,"tabby","brown","","brown",FALSE,FALSE
"19241","domestic shorthair","SCRP","Transfer","Female",FALSE,1,"(-0.022, 2.2]",2015,7,"2016-07","7",2016,"Sunday",9,FALSE,TRUE,"tortie","other","","tortie",FALSE,FALSE
"19242","domestic shorthair","Partner","Transfer","Male",TRUE,7,"(6.6, 8.8]",2009,4,"2016-04","4",2016,"Monday",0,FALSE,TRUE,"tabby","orange","","orange",FALSE,FALSE
"19243","domestic shorthair","Partner","Transfer","Male",TRUE,2,"(-0.022, 2.2]",2014,6,"2016-07","7",2016,"Thursday",12,FALSE,TRUE,"tabby","brown","","brown",FALSE,FALSE
"19244","domestic shorthair","SCRP","Transfer","Male",TRUE,6,"(4.4, 6.6]",2010,7,"2016-07","7",2016,"Monday",9,FALSE,TRUE,"solid","black","white","black",FALSE,FALSE
"19245","domestic shorthair","Partner","Transfer","Male",TRUE,3,"(2.2, 4.4]",2013,2,"2016-05","5",2016,"Monday",0,FALSE,TRUE,"tabby","brown","","brown",FALSE,FALSE
"19246","domestic shorthair","Partner","Transfer","Male",TRUE,0.493150685,"(-0.022, 2.2]",2015,7,"2016-02","2",2016,"Wednesday",0,FALSE,TRUE,"solid","black","white","black",FALSE,FALSE
"19247","domestic shorthair","SCRP","Transfer","Male",TRUE,2,"(-0.022, 2.2]",2014,5,"2016-05","5",2016,"Thursday",19,FALSE,TRUE,"tabby","orange","","orange",FALSE,FALSE
"19248","domestic shorthair","Partner","Transfer","Male",TRUE,1,"(-0.022, 2.2]",2016,1,"2017-01","1",2017,"Sunday",11,FALSE,TRUE,"tabby","orange","","orange",FALSE,FALSE
"19249","domestic shorthair","In Kennel","Died","Female",TRUE,3,"(2.2, 4.4]",2012,7,"2015-07","7",2015,"Sunday",10,FALSE,TRUE,"solid","black","","black",FALSE,FALSE
"19250","domestic shorthair","Suffering","Euthanasia","Male",TRUE,1,"(-0.022, 2.2]",2016,8,"2017-08","8",2017,"Monday",18,FALSE,TRUE,"tabby","brown","","brown",FALSE,FALSE
"19251","domestic shorthair","SCRP","Transfer","Male",FALSE,0.657534247,"(-0.022, 2.2]",2015,1,"2015-09","9",2015,"Monday",9,FALSE,TRUE,"tabby","brown","white","brown ",FALSE,FALSE
"19252","domestic shorthair","Snr","Transfer","Male",FALSE,0.328767123,"(-0.022, 2.2]",2017,5,"2017-10","10",2017,"Tuesday",13,FALSE,TRUE,"tabby","orange","","orange",TRUE,FALSE
"19253","domestic shorthair","SCRP","Transfer","Male",TRUE,2,"(-0.022, 2.2]",2013,12,"2015-12","12",2015,"Monday",19,FALSE,TRUE,"tabby","orange","white","orange ",FALSE,FALSE
"19254","domestic shorthair","Partner","Transfer","Female",TRUE,1,"(-0.022, 2.2]",2014,6,"2015-06","6",2015,"Tuesday",12,FALSE,TRUE,"tabby","blue","white","blue ",FALSE,FALSE
"19255","domestic shorthair","Partner","Transfer","Male",TRUE,0.575342466,"(-0.022, 2.2]",2016,3,"2016-11","11",2016,"Monday",14,FALSE,TRUE,"tabby","brown","","brown",FALSE,FALSE
"19256","domestic shorthair","Partner","Transfer","Male",TRUE,1,"(-0.022, 2.2]",2014,4,"2015-11","11",2015,"Monday",0,FALSE,TRUE,"tabby","other","","cream",FALSE,FALSE
"19257","domestic mediumhair","Snr","Transfer","Female",TRUE,0.328767123,"(-0.022, 2.2]",2017,4,"2017-09","9",2017,"Friday",19,FALSE,TRUE,"tabby","blue","white","blue ",TRUE,FALSE
"19258","domestic shorthair","SCRP","Transfer","Male",TRUE,0.328767123,"(-0.022, 2.2]",2016,3,"2016-07","7",2016,"Thursday",9,FALSE,TRUE,"solid","black","blue","black",TRUE,FALSE
"19259","domestic shorthair","Partner","Transfer","Male",TRUE,0.657534247,"(-0.022, 2.2]",2016,8,"2017-05","5",2017,"Monday",0,FALSE,TRUE,"solid","black","","black",FALSE,FALSE
"19260","domestic longhair","Partner","Transfer","Male",TRUE,10,"(8.8, 11.0]",2006,3,"2016-03","3",2016,"Thursday",15,FALSE,TRUE,"tabby","orange","white","orange ",FALSE,FALSE
"19261","domestic mediumhair","Snr","Transfer","Female",TRUE,2,"(-0.022, 2.2]",2015,4,"2017-05","5",2017,"Tuesday",0,FALSE,TRUE,"solid","blue","white","blue",FALSE,FALSE
"19262","domestic shorthair","SCRP","Transfer","Female",FALSE,1,"(-0.022, 2.2]",2014,5,"2015-05","5",2015,"Sunday",9,FALSE,TRUE,"solid","black","white","black",FALSE,FALSE
"19263","domestic longhair","Partner","Transfer","Female",TRUE,2,"(-0.022, 2.2]",2013,8,"2015-09","9",2015,"Wednesday",11,FALSE,TRUE,"solid","black","","black",FALSE,FALSE
"19264","domestic shorthair","SCRP","Transfer","Male",TRUE,1,"(-0.022, 2.2]",2015,3,"2016-03","3",2016,"Saturday",19,FALSE,TRUE,"solid","white","black","white",FALSE,FALSE
"19265","domestic shorthair","SCRP","Transfer","Female",FALSE,0.739726027,"(-0.022, 2.2]",2016,4,"2017-01","1",2017,"Tuesday",9,FALSE,TRUE,"solid","black","white","black",FALSE,FALSE
"19266","domestic mediumhair","SCRP","Transfer","Male",FALSE,2,"(-0.022, 2.2]",2013,7,"2015-07","7",2015,"Sunday",9,FALSE,TRUE,"tabby","blue","","blue",FALSE,FALSE
"19267","domestic shorthair","Partner","Transfer","Male",FALSE,0.328767123,"(-0.022, 2.2]",2015,7,"2015-12","12",2015,"Friday",12,FALSE,TRUE,"tabby","orange","","orange",TRUE,FALSE
"19268","domestic shorthair","SCRP","Transfer","Male",FALSE,0.821917808,"(-0.022, 2.2]",2014,6,"2015-04","4",2015,"Wednesday",9,FALSE,TRUE,"tabby","orange","","orange",FALSE,FALSE
"19269","domestic shorthair","SCRP","Transfer","Male",FALSE,1,"(-0.022, 2.2]",2015,11,"2016-11","11",2016,"Sunday",9,FALSE,TRUE,"tabby","orange","white","orange ",FALSE,FALSE
"19270","domestic shorthair","Snr","Transfer","Male",TRUE,0.575342466,"(-0.022, 2.2]",2016,10,"2017-05","5",2017,"Wednesday",0,FALSE,TRUE,"solid","white","black","white",FALSE,FALSE
"19271","domestic shorthair","SCRP","Transfer","Male",TRUE,2,"(-0.022, 2.2]",2013,6,"2015-06","6",2015,"Sunday",9,FALSE,TRUE,"solid","black","","black",FALSE,FALSE
"19272","domestic longhair","Suffering","Euthanasia","Male",TRUE,5,"(4.4, 6.6]",2010,9,"2015-09","9",2015,"Monday",14,FALSE,TRUE,"solid","black","white","black",FALSE,FALSE
"19273","domestic shorthair","SCRP","Transfer","Male",FALSE,1,"(-0.022, 2.2]",2014,11,"2015-11","11",2015,"Sunday",9,FALSE,TRUE,"tabby","brown","white","brown ",FALSE,FALSE
"19274","domestic shorthair","Partner","Transfer","Male",TRUE,0.493150685,"(-0.022, 2.2]",2016,9,"2017-03","3",2017,"Thursday",16,FALSE,TRUE,"solid","black","","black",FALSE,FALSE
"19275","domestic shorthair","Snr","Transfer","Female",TRUE,1,"(-0.022, 2.2]",2016,6,"2017-06","6",2017,"Friday",15,FALSE,TRUE,"solid","black","","black",FALSE,FALSE
"19276","domestic shorthair","At Vet","Euthanasia","Female",FALSE,1,"(-0.022, 2.2]",2016,7,"2017-07","7",2017,"Monday",9,FALSE,TRUE,"tabby","other","","gray",FALSE,FALSE
"19277","domestic shorthair","Partner","Transfer","Female",TRUE,6,"(4.4, 6.6]",2011,1,"2017-01","1",2017,"Thursday",0,FALSE,TRUE,"solid","black","white","black",FALSE,FALSE
"19278","domestic shorthair","Partner","Transfer","Female",TRUE,0.493150685,"(-0.022, 2.2]",2016,4,"2016-10","10",2016,"Wednesday",0,FALSE,TRUE,"solid","black","white","black",FALSE,FALSE
"19279","domestic shorthair","SCRP","Transfer","Female",FALSE,1,"(-0.022, 2.2]",2015,2,"2016-02","2",2016,"Monday",15,FALSE,TRUE,"torbie","other","","torbie",FALSE,FALSE
"19280","domestic shorthair","SCRP","Transfer","Male",TRUE,1,"(-0.022, 2.2]",2015,9,"2016-09","9",2016,"Thursday",9,FALSE,TRUE,"tabby","orange","","orange",FALSE,FALSE
"19281","domestic shorthair","Snr","Transfer","Female",FALSE,1,"(-0.022, 2.2]",2016,12,"2017-12","12",2017,"Sunday",11,FALSE,TRUE,"tortie","other","","tortie",FALSE,FALSE
"19282","domestic shorthair","SCRP","Transfer","Female",TRUE,0.493150685,"(-0.022, 2.2]",2015,9,"2016-04","4",2016,"Monday",17,FALSE,TRUE,"tabby","brown","white","brown ",FALSE,FALSE
"19283","domestic shorthair","SCRP","Transfer","Female",TRUE,2,"(-0.022, 2.2]",2014,4,"2016-04","4",2016,"Monday",19,FALSE,TRUE,"tabby","brown","white","brown ",FALSE,FALSE
"19284","domestic shorthair","Suffering","Euthanasia","Male",TRUE,9,"(8.8, 11.0]",2006,9,"2015-09","9",2015,"Monday",15,FALSE,TRUE,"tabby","white","brown","white",FALSE,FALSE
"19285","domestic shorthair","SCRP","Transfer","Male",TRUE,2,"(-0.022, 2.2]",2015,1,"2017-01","1",2017,"Monday",9,FALSE,TRUE,"solid","black","","black",FALSE,FALSE
"19286","domestic shorthair","SCRP","Transfer","Female",FALSE,2,"(-0.022, 2.2]",2014,2,"2016-02","2",2016,"Friday",18,FALSE,TRUE,"tortie","other","","tortie",FALSE,FALSE
"19287","domestic longhair","Partner","Transfer","Female",TRUE,1,"(-0.022, 2.2]",2016,1,"2017-01","1",2017,"Thursday",18,FALSE,TRUE,"calico","other","","calico",FALSE,FALSE
"19288","domestic mediumhair","Suffering","Euthanasia","Male",TRUE,10,"(8.8, 11.0]",2007,7,"2017-07","7",2017,"Wednesday",21,FALSE,TRUE,"solid","black","white","black",FALSE,FALSE
"19289","domestic shorthair","Partner","Transfer","Female",TRUE,1,"(-0.022, 2.2]",2014,8,"2016-03","3",2016,"Friday",13,FALSE,TRUE,"solid","white","black","white",FALSE,FALSE
"19290","domestic shorthair","Partner","Transfer","Male",FALSE,2,"(-0.022, 2.2]",2015,4,"2017-04","4",2017,"Sunday",13,FALSE,TRUE,"tabby","brown","","brown",FALSE,FALSE
"19291","domestic shorthair","Snr","Transfer","Male",TRUE,2,"(-0.022, 2.2]",2015,10,"2017-10","10",2017,"Friday",19,FALSE,TRUE,"solid","white","black","white",FALSE,FALSE
"19292","domestic shorthair","Suffering","Euthanasia","Female",FALSE,10,"(8.8, 11.0]",2005,9,"2015-09","9",2015,"Friday",12,FALSE,TRUE,"solid","black","white","black",FALSE,FALSE
